risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,window_start,window_end,weights_version
RS-00128,2025-10-22,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,18:00-23:59,53,Moderate,65,45,59,39,46,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-00129,2025-10-29,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,00:00-06:00,41,Low,40,40,36,56,33,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-00130,2025-10-29,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,06:00-12:00,67,Moderate,69,71,52,66,81,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-00131,2025-10-29,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,12:00-18:00,74,High,71,85,66,63,89,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-00132,2025-10-29,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,18:00-23:59,41,Low,32,54,41,27,56,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-00133,2025-11-05,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,00:00-06:00,29,Low,22,43,19,40,18,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-00134,2025-11-05,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,06:00-12:00,51,Moderate,37,63,55,51,55,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-00135,2025-11-05,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,12:00-18:00,54,Moderate,58,61,39,45,67,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-00136,2025-11-05,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,18:00-23:59,77,High,74,73,70,92,88,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-00137,2025-11-12,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,00:00-06:00,73,High,69,80,72,63,86,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-00138,2025-11-12,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,06:00-12:00,49,Moderate,32,51,62,58,55,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-00139,2025-11-12,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,12:00-18:00,34,Low,30,24,42,42,44,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-00140,2025-11-12,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,18:00-23:59,45,Moderate,46,40,52,40,48,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-00141,2025-11-19,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,00:00-06:00,48,Moderate,47,49,39,54,58,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-00142,2025-11-19,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,06:00-12:00,30,Low,44,23,27,19,27,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-00143,2025-11-19,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,12:00-18:00,51,Moderate,29,66,65,55,44,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-00144,2025-11-19,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,18:00-23:59,47,Moderate,50,48,33,53,55,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-00145,2025-11-26,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,00:00-06:00,44,Low,26,57,49,47,52,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-00146,2025-11-26,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,06:00-12:00,41,Low,52,41,33,39,27,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-00147,2025-11-26,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,12:00-18:00,65,Moderate,70,56,75,65,54,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-00148,2025-11-26,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,18:00-23:59,38,Low,51,25,38,42,25,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-00149,2025-12-03,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,00:00-06:00,60,Moderate,61,58,59,55,71,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-00150,2025-12-03,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,06:00-12:00,65,Moderate,58,73,72,54,68,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-00151,2025-12-03,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,12:00-18:00,73,High,71,76,76,78,59,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-00152,2025-12-03,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,18:00-23:59,79,High,94,69,74,82,65,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-00153,2025-12-10,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,00:00-06:00,65,Moderate,63,71,51,76,67,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-00154,2025-12-10,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,06:00-12:00,56,Moderate,35,65,68,64,60,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-00155,2025-12-10,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,12:00-18:00,74,High,89,63,76,62,70,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-00156,2025-12-10,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,18:00-23:59,64,Moderate,55,63,74,63,74,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-00157,2025-12-17,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,00:00-06:00,44,Low,40,52,46,37,44,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-00158,2025-12-17,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,06:00-12:00,71,High,77,61,69,82,66,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-00159,2025-12-17,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,12:00-18:00,54,Moderate,58,59,51,47,45,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-00160,2025-12-17,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,18:00-23:59,66,Moderate,64,56,75,73,69,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-00161,2025-12-24,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,00:00-06:00,51,Moderate,46,66,40,47,56,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-00162,2025-12-24,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,06:00-12:00,28,Low,11,26,43,38,39,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-00163,2025-12-24,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,12:00-18:00,50,Moderate,57,46,49,49,41,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-00164,2025-12-24,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,18:00-23:59,53,Moderate,56,44,63,47,56,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-00165,2025-12-31,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,00:00-06:00,56,Moderate,51,49,70,60,53,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-00166,2025-12-31,JKS-003,Kebayoran Baru,Kramat Pela,CURAS,06:00-12:00,71,High,73,74,70,71,61,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-00167,2025-12-31,JKS-003,Kebayoran Baru,Kramat Pela,CURAT,12:00-18:00,60,Moderate,55,56,71,52,74,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-00168,2025-12-31,JKS-003,Kebayoran Baru,Kramat Pela,CURANMOR,18:00-23:59,42,Low,41,57,28,30,53,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-00169,2025-10-01,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,00:00-06:00,56,Moderate,41,68,57,62,60,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-00170,2025-10-01,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,34,Low,37,30,31,39,34,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-00171,2025-10-01,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,12:00-18:00,66,Moderate,74,60,56,66,77,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-00172,2025-10-01,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,18:00-23:59,81,High,65,95,79,95,76,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-00173,2025-10-08,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,00:00-06:00,52,Moderate,67,47,47,44,40,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-00174,2025-10-08,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,69,Moderate,64,84,63,55,80,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-00175,2025-10-08,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,74,High,70,72,75,83,76,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-00176,2025-10-08,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,18:00-23:59,57,Moderate,54,61,60,55,52,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-00177,2025-10-15,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,61,Moderate,66,65,50,56,67,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-00178,2025-10-15,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,35,Low,33,38,50,23,22,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-00179,2025-10-15,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,45,Moderate,48,31,54,56,37,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-00180,2025-10-15,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,57,Moderate,56,58,62,46,63,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-00181,2025-10-22,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,70,High,76,70,68,67,61,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-00182,2025-10-22,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,40,Low,55,39,33,32,25,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-00183,2025-10-22,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,47,Moderate,51,50,44,33,54,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-00184,2025-10-22,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,65,Moderate,67,63,72,50,73,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-00185,2025-10-29,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,00:00-06:00,41,Low,54,39,32,38,29,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-00186,2025-10-29,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,06:00-12:00,73,High,66,82,70,81,65,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-00187,2025-10-29,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,45,Moderate,43,47,54,33,47,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-00188,2025-10-29,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,62,Moderate,68,61,51,57,76,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-00189,2025-11-05,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,47,Moderate,54,57,36,37,38,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-00190,2025-11-05,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,68,Moderate,59,74,63,80,71,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-00191,2025-11-05,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,12:00-18:00,40,Low,42,29,44,40,54,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-00192,2025-11-05,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,18:00-23:59,46,Moderate,70,31,41,38,34,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-00193,2025-11-12,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,00:00-06:00,57,Moderate,57,58,70,46,45,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-00194,2025-11-12,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,30,Low,27,41,19,31,31,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-00195,2025-11-12,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,43,Low,46,54,34,34,38,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-00196,2025-11-12,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,81,High,95,80,70,70,80,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-00197,2025-11-19,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,55,Moderate,40,69,64,60,40,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
RS-00198,2025-11-19,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,06:00-12:00,57,Moderate,35,71,56,71,68,dummy-v1,2025-11-19T06:00+07:00,2025-11-19T12:00+07:00,dummy-v1
RS-00199,2025-11-19,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,12:00-18:00,63,Moderate,64,66,54,63,72,dummy-v1,2025-11-19T12:00+07:00,2025-11-19T18:00+07:00,dummy-v1
RS-00200,2025-11-19,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,45,Moderate,38,40,55,45,60,dummy-v1,2025-11-19T18:00+07:00,2025-11-20T00:00+07:00,dummy-v1
RS-00201,2025-11-26,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,00:00-06:00,32,Low,42,37,22,24,21,dummy-v1,2025-11-26T00:00+07:00,2025-11-26T06:00+07:00,dummy-v1
RS-00202,2025-11-26,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,64,Moderate,78,52,57,73,51,dummy-v1,2025-11-26T06:00+07:00,2025-11-26T12:00+07:00,dummy-v1
RS-00203,2025-11-26,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,33,Low,27,39,35,27,40,dummy-v1,2025-11-26T12:00+07:00,2025-11-26T18:00+07:00,dummy-v1
RS-00204,2025-11-26,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,86,Critical,97,77,71,93,94,dummy-v1,2025-11-26T18:00+07:00,2025-11-27T00:00+07:00,dummy-v1
RS-00205,2025-12-03,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,53,Moderate,44,58,54,59,56,dummy-v1,2025-12-03T00:00+07:00,2025-12-03T06:00+07:00,dummy-v1
RS-00206,2025-12-03,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,51,Moderate,55,57,38,41,65,dummy-v1,2025-12-03T06:00+07:00,2025-12-03T12:00+07:00,dummy-v1
RS-00207,2025-12-03,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,35,Low,45,36,24,30,32,dummy-v1,2025-12-03T12:00+07:00,2025-12-03T18:00+07:00,dummy-v1
RS-00208,2025-12-03,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,57,Moderate,70,42,61,48,61,dummy-v1,2025-12-03T18:00+07:00,2025-12-04T00:00+07:00,dummy-v1
RS-00209,2025-12-10,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,64,Moderate,76,59,52,68,60,dummy-v1,2025-12-10T00:00+07:00,2025-12-10T06:00+07:00,dummy-v1
RS-00210,2025-12-10,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,66,Moderate,50,78,70,75,61,dummy-v1,2025-12-10T06:00+07:00,2025-12-10T12:00+07:00,dummy-v1
RS-00211,2025-12-10,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,51,Moderate,62,50,43,38,57,dummy-v1,2025-12-10T12:00+07:00,2025-12-10T18:00+07:00,dummy-v1
RS-00212,2025-12-10,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,69,Moderate,55,84,84,59,60,dummy-v1,2025-12-10T18:00+07:00,2025-12-11T00:00+07:00,dummy-v1
RS-00213,2025-12-17,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,00:00-06:00,72,High,70,63,86,75,68,dummy-v1,2025-12-17T00:00+07:00,2025-12-17T06:00+07:00,dummy-v1
RS-00214,2025-12-17,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,64,Moderate,64,59,61,79,61,dummy-v1,2025-12-17T06:00+07:00,2025-12-17T12:00+07:00,dummy-v1
RS-00215,2025-12-17,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,34,Low,53,22,29,28,25,dummy-v1,2025-12-17T12:00+07:00,2025-12-17T18:00+07:00,dummy-v1
RS-00216,2025-12-17,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,54,Moderate,52,59,54,43,63,dummy-v1,2025-12-17T18:00+07:00,2025-12-18T00:00+07:00,dummy-v1
RS-00217,2025-12-24,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,00:00-06:00,55,Moderate,52,64,52,47,60,dummy-v1,2025-12-24T00:00+07:00,2025-12-24T06:00+07:00,dummy-v1
RS-00218,2025-12-24,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,56,Moderate,56,46,69,62,46,dummy-v1,2025-12-24T06:00+07:00,2025-12-24T12:00+07:00,dummy-v1
RS-00219,2025-12-24,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,28,Low,33,19,21,39,33,dummy-v1,2025-12-24T12:00+07:00,2025-12-24T18:00+07:00,dummy-v1
RS-00220,2025-12-24,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,79,High,95,74,68,67,82,dummy-v1,2025-12-24T18:00+07:00,2025-12-25T00:00+07:00,dummy-v1
RS-00221,2025-12-31,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,00:00-06:00,44,Low,37,44,50,49,45,dummy-v1,2025-12-31T00:00+07:00,2025-12-31T06:00+07:00,dummy-v1
RS-00222,2025-12-31,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,49,Moderate,50,46,51,44,56,dummy-v1,2025-12-31T06:00+07:00,2025-12-31T12:00+07:00,dummy-v1
RS-00223,2025-12-31,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,12:00-18:00,53,Moderate,58,47,51,57,51,dummy-v1,2025-12-31T12:00+07:00,2025-12-31T18:00+07:00,dummy-v1
RS-00224,2025-12-31,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,76,High,77,80,74,62,89,dummy-v1,2025-12-31T18:00+07:00,2026-01-01T00:00+07:00,dummy-v1
RS-00225,2025-10-01,JKS-005,Kebayoran Baru,Pulo,CURANMOR,00:00-06:00,42,Low,46,33,54,40,30,dummy-v1,2025-10-01T00:00+07:00,2025-10-01T06:00+07:00,dummy-v1
RS-00226,2025-10-01,JKS-005,Kebayoran Baru,Pulo,CURAS,06:00-12:00,42,Low,41,39,34,53,51,dummy-v1,2025-10-01T06:00+07:00,2025-10-01T12:00+07:00,dummy-v1
RS-00227,2025-10-01,JKS-005,Kebayoran Baru,Pulo,CURAS,12:00-18:00,37,Low,29,40,45,38,37,dummy-v1,2025-10-01T12:00+07:00,2025-10-01T18:00+07:00,dummy-v1
RS-00228,2025-10-01,JKS-005,Kebayoran Baru,Pulo,CURAT,18:00-23:59,40,Low,41,36,49,26,51,dummy-v1,2025-10-01T18:00+07:00,2025-10-02T00:00+07:00,dummy-v1
RS-00229,2025-10-08,JKS-005,Kebayoran Baru,Pulo,CURAS,00:00-06:00,40,Low,55,43,26,28,34,dummy-v1,2025-10-08T00:00+07:00,2025-10-08T06:00+07:00,dummy-v1
RS-00230,2025-10-08,JKS-005,Kebayoran Baru,Pulo,CURAS,06:00-12:00,71,High,63,79,70,70,79,dummy-v1,2025-10-08T06:00+07:00,2025-10-08T12:00+07:00,dummy-v1
RS-00231,2025-10-08,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,54,Moderate,65,41,62,48,46,dummy-v1,2025-10-08T12:00+07:00,2025-10-08T18:00+07:00,dummy-v1
RS-00232,2025-10-08,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,81,High,94,82,67,81,69,dummy-v1,2025-10-08T18:00+07:00,2025-10-09T00:00+07:00,dummy-v1
RS-00233,2025-10-15,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,70,High,68,62,73,79,76,dummy-v1,2025-10-15T00:00+07:00,2025-10-15T06:00+07:00,dummy-v1
RS-00234,2025-10-15,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,30,Low,36,27,20,30,39,dummy-v1,2025-10-15T06:00+07:00,2025-10-15T12:00+07:00,dummy-v1
RS-00235,2025-10-15,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,40,Low,27,47,52,31,52,dummy-v1,2025-10-15T12:00+07:00,2025-10-15T18:00+07:00,dummy-v1
RS-00236,2025-10-15,JKS-005,Kebayoran Baru,Pulo,CURAT,18:00-23:59,75,High,88,68,68,72,72,dummy-v1,2025-10-15T18:00+07:00,2025-10-16T00:00+07:00,dummy-v1
RS-00237,2025-10-22,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,63,Moderate,70,55,49,73,74,dummy-v1,2025-10-22T00:00+07:00,2025-10-22T06:00+07:00,dummy-v1
RS-00238,2025-10-22,JKS-005,Kebayoran Baru,Pulo,CURAS,06:00-12:00,54,Moderate,46,60,51,62,57,dummy-v1,2025-10-22T06:00+07:00,2025-10-22T12:00+07:00,dummy-v1
RS-00239,2025-10-22,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,62,Moderate,74,49,66,61,53,dummy-v1,2025-10-22T12:00+07:00,2025-10-22T18:00+07:00,dummy-v1
RS-00240,2025-10-22,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,72,High,81,69,61,79,65,dummy-v1,2025-10-22T18:00+07:00,2025-10-23T00:00+07:00,dummy-v1
RS-00241,2025-10-29,JKS-005,Kebayoran Baru,Pulo,CURAS,00:00-06:00,46,Moderate,57,49,37,38,34,dummy-v1,2025-10-29T00:00+07:00,2025-10-29T06:00+07:00,dummy-v1
RS-00242,2025-10-29,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,54,Moderate,55,53,61,53,42,dummy-v1,2025-10-29T06:00+07:00,2025-10-29T12:00+07:00,dummy-v1
RS-00243,2025-10-29,JKS-005,Kebayoran Baru,Pulo,CURAS,12:00-18:00,61,Moderate,90,47,51,49,48,dummy-v1,2025-10-29T12:00+07:00,2025-10-29T18:00+07:00,dummy-v1
RS-00244,2025-10-29,JKS-005,Kebayoran Baru,Pulo,CURAS,18:00-23:59,61,Moderate,66,51,55,66,74,dummy-v1,2025-10-29T18:00+07:00,2025-10-30T00:00+07:00,dummy-v1
RS-00245,2025-11-05,JKS-005,Kebayoran Baru,Pulo,CURANMOR,00:00-06:00,39,Low,31,46,39,36,51,dummy-v1,2025-11-05T00:00+07:00,2025-11-05T06:00+07:00,dummy-v1
RS-00246,2025-11-05,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,52,Moderate,59,40,54,64,38,dummy-v1,2025-11-05T06:00+07:00,2025-11-05T12:00+07:00,dummy-v1
RS-00247,2025-11-05,JKS-005,Kebayoran Baru,Pulo,CURANMOR,12:00-18:00,66,Moderate,86,59,59,56,52,dummy-v1,2025-11-05T12:00+07:00,2025-11-05T18:00+07:00,dummy-v1
RS-00248,2025-11-05,JKS-005,Kebayoran Baru,Pulo,CURAS,18:00-23:59,50,Moderate,61,41,55,43,41,dummy-v1,2025-11-05T18:00+07:00,2025-11-06T00:00+07:00,dummy-v1
RS-00249,2025-11-12,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,40,Low,52,36,26,39,45,dummy-v1,2025-11-12T00:00+07:00,2025-11-12T06:00+07:00,dummy-v1
RS-00250,2025-11-12,JKS-005,Kebayoran Baru,Pulo,CURANMOR,06:00-12:00,35,Low,40,38,26,41,23,dummy-v1,2025-11-12T06:00+07:00,2025-11-12T12:00+07:00,dummy-v1
RS-00251,2025-11-12,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,26,Low,35,22,11,33,28,dummy-v1,2025-11-12T12:00+07:00,2025-11-12T18:00+07:00,dummy-v1
RS-00252,2025-11-12,JKS-005,Kebayoran Baru,Pulo,CURAT,18:00-23:59,41,Low,34,44,48,34,51,dummy-v1,2025-11-12T18:00+07:00,2025-11-13T00:00+07:00,dummy-v1
RS-00253,2025-11-19,JKS-005,Kebayoran Baru,Pulo,CURAS,00:00-06:00,52,Moderate,62,51,38,51,53,dummy-v1,2025-11-19T00:00+07:00,2025-11-19T06:00+07:00,dummy-v1
