risk_score_id,assessment_date,grid_id,kecamatan,kelurahan,threat_type,time_window,risk_score,risk_class,historical_factor,recent_trend_factor,temporal_factor,spatial_factor,context_factor,model_version,is_synthetic
RS-00187,2025-10-29,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,45,Moderate,11,11,6,11,7,dummy-v1,True
RS-00188,2025-10-29,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,62,Moderate,16,15,12,8,1,dummy-v1,True
RS-00189,2025-11-05,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,47,Moderate,26,16,6,14,6,dummy-v1,True
RS-00190,2025-11-05,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,68,Moderate,22,5,11,20,4,dummy-v1,True
RS-00191,2025-11-05,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,12:00-18:00,40,Low,20,23,15,6,6,dummy-v1,True
RS-00192,2025-11-05,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,18:00-23:59,46,Moderate,23,14,20,12,1,dummy-v1,True
RS-00193,2025-11-12,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,00:00-06:00,57,Moderate,29,8,6,8,6,dummy-v1,True
RS-00194,2025-11-12,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,30,Low,13,22,9,15,2,dummy-v1,True
RS-00195,2025-11-12,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,43,Low,20,25,15,6,5,dummy-v1,True
RS-00196,2025-11-12,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,81,High,17,24,11,19,6,dummy-v1,True
RS-00197,2025-11-19,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,55,Moderate,23,18,5,12,10,dummy-v1,True
RS-00198,2025-11-19,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,06:00-12:00,57,Moderate,24,9,9,8,3,dummy-v1,True
RS-00199,2025-11-19,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,12:00-18:00,63,Moderate,24,15,18,10,10,dummy-v1,True
RS-00200,2025-11-19,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,45,Moderate,23,9,10,5,2,dummy-v1,True
RS-00201,2025-11-26,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,00:00-06:00,32,Low,26,23,16,20,3,dummy-v1,True
RS-00202,2025-11-26,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,64,Moderate,13,17,16,11,0,dummy-v1,True
RS-00203,2025-11-26,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,33,Low,13,18,18,13,2,dummy-v1,True
RS-00204,2025-11-26,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,86,Critical,14,5,15,7,4,dummy-v1,True
RS-00205,2025-12-03,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,53,Moderate,28,21,9,12,3,dummy-v1,True
RS-00206,2025-12-03,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,51,Moderate,15,25,17,14,4,dummy-v1,True
RS-00207,2025-12-03,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,35,Low,10,21,14,10,2,dummy-v1,True
RS-00208,2025-12-03,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,57,Moderate,20,6,16,18,2,dummy-v1,True
RS-00209,2025-12-10,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,00:00-06:00,64,Moderate,23,19,5,19,4,dummy-v1,True
RS-00210,2025-12-10,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,66,Moderate,21,13,11,9,5,dummy-v1,True
RS-00211,2025-12-10,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,51,Moderate,12,23,20,11,6,dummy-v1,True
RS-00212,2025-12-10,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,69,Moderate,21,9,8,19,6,dummy-v1,True
RS-00213,2025-12-17,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,00:00-06:00,72,High,30,6,5,13,3,dummy-v1,True
RS-00214,2025-12-17,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,64,Moderate,21,11,18,16,0,dummy-v1,True
RS-00215,2025-12-17,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,34,Low,16,22,7,18,0,dummy-v1,True
RS-00216,2025-12-17,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,54,Moderate,22,7,6,13,8,dummy-v1,True
RS-00217,2025-12-24,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,00:00-06:00,55,Moderate,23,9,8,19,3,dummy-v1,True
RS-00218,2025-12-24,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,06:00-12:00,56,Moderate,29,11,18,9,8,dummy-v1,True
RS-00219,2025-12-24,JKS-004,Kebayoran Baru,Cipete Utara,CURAS,12:00-18:00,28,Low,28,10,8,15,1,dummy-v1,True
RS-00220,2025-12-24,JKS-004,Kebayoran Baru,Cipete Utara,CURANMOR,18:00-23:59,79,High,29,19,9,16,8,dummy-v1,True
RS-00221,2025-12-31,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,00:00-06:00,44,Low,13,21,19,6,5,dummy-v1,True
RS-00222,2025-12-31,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,06:00-12:00,49,Moderate,28,16,13,12,0,dummy-v1,True
RS-00223,2025-12-31,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,12:00-18:00,53,Moderate,12,23,14,13,2,dummy-v1,True
RS-00224,2025-12-31,JKS-004,Kebayoran Baru,Cipete Utara,CURAT,18:00-23:59,76,High,28,18,14,12,1,dummy-v1,True
RS-00225,2025-10-01,JKS-005,Kebayoran Baru,Pulo,CURANMOR,00:00-06:00,42,Low,13,7,6,12,3,dummy-v1,True
RS-00226,2025-10-01,JKS-005,Kebayoran Baru,Pulo,CURAS,06:00-12:00,42,Low,18,12,9,12,4,dummy-v1,True
RS-00227,2025-10-01,JKS-005,Kebayoran Baru,Pulo,CURAS,12:00-18:00,37,Low,30,9,17,8,4,dummy-v1,True
RS-00228,2025-10-01,JKS-005,Kebayoran Baru,Pulo,CURAT,18:00-23:59,40,Low,20,6,17,20,8,dummy-v1,True
RS-00229,2025-10-08,JKS-005,Kebayoran Baru,Pulo,CURAS,00:00-06:00,40,Low,25,17,20,9,10,dummy-v1,True
RS-00230,2025-10-08,JKS-005,Kebayoran Baru,Pulo,CURAS,06:00-12:00,71,High,27,24,11,6,7,dummy-v1,True
RS-00231,2025-10-08,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,54,Moderate,19,15,9,17,4,dummy-v1,True
RS-00232,2025-10-08,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,81,High,26,10,6,5,6,dummy-v1,True
RS-00233,2025-10-15,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,70,High,13,21,14,15,10,dummy-v1,True
RS-00234,2025-10-15,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,30,Low,24,10,20,16,2,dummy-v1,True
RS-00235,2025-10-15,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,40,Low,15,13,10,5,9,dummy-v1,True
RS-00236,2025-10-15,JKS-005,Kebayoran Baru,Pulo,CURAT,18:00-23:59,75,High,17,15,16,12,8,dummy-v1,True
RS-00237,2025-10-22,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,63,Moderate,27,9,7,15,4,dummy-v1,True
RS-00238,2025-10-22,JKS-005,Kebayoran Baru,Pulo,CURAS,06:00-12:00,54,Moderate,18,12,15,15,5,dummy-v1,True
RS-00239,2025-10-22,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,62,Moderate,24,10,14,10,10,dummy-v1,True
RS-00240,2025-10-22,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,72,High,19,19,5,20,9,dummy-v1,True
RS-00241,2025-10-29,JKS-005,Kebayoran Baru,Pulo,CURAS,00:00-06:00,46,Moderate,26,15,15,10,8,dummy-v1,True
RS-00242,2025-10-29,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,54,Moderate,10,24,10,14,9,dummy-v1,True
RS-00243,2025-10-29,JKS-005,Kebayoran Baru,Pulo,CURAS,12:00-18:00,61,Moderate,18,9,6,12,10,dummy-v1,True
RS-00244,2025-10-29,JKS-005,Kebayoran Baru,Pulo,CURAS,18:00-23:59,61,Moderate,24,13,18,9,0,dummy-v1,True
RS-00245,2025-11-05,JKS-005,Kebayoran Baru,Pulo,CURANMOR,00:00-06:00,39,Low,26,13,17,10,4,dummy-v1,True
RS-00246,2025-11-05,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,52,Moderate,16,9,16,7,8,dummy-v1,True
RS-00247,2025-11-05,JKS-005,Kebayoran Baru,Pulo,CURANMOR,12:00-18:00,66,Moderate,10,18,5,14,10,dummy-v1,True
RS-00248,2025-11-05,JKS-005,Kebayoran Baru,Pulo,CURAS,18:00-23:59,50,Moderate,11,15,12,7,8,dummy-v1,True
RS-00249,2025-11-12,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,40,Low,25,14,10,8,7,dummy-v1,True
RS-00250,2025-11-12,JKS-005,Kebayoran Baru,Pulo,CURANMOR,06:00-12:00,35,Low,15,12,18,18,2,dummy-v1,True
RS-00251,2025-11-12,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,26,Low,10,15,9,10,7,dummy-v1,True
RS-00252,2025-11-12,JKS-005,Kebayoran Baru,Pulo,CURAT,18:00-23:59,41,Low,21,12,12,15,4,dummy-v1,True
RS-00253,2025-11-19,JKS-005,Kebayoran Baru,Pulo,CURAS,00:00-06:00,52,Moderate,14,23,13,13,6,dummy-v1,True
RS-00254,2025-11-19,JKS-005,Kebayoran Baru,Pulo,CURANMOR,06:00-12:00,69,Moderate,30,25,9,19,1,dummy-v1,True
RS-00255,2025-11-19,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,64,Moderate,15,11,18,19,5,dummy-v1,True
RS-00256,2025-11-19,JKS-005,Kebayoran Baru,Pulo,CURAS,18:00-23:59,59,Moderate,13,11,20,8,6,dummy-v1,True
RS-00257,2025-11-26,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,45,Moderate,17,14,15,6,5,dummy-v1,True
RS-00258,2025-11-26,JKS-005,Kebayoran Baru,Pulo,CURANMOR,06:00-12:00,28,Low,10,10,16,16,10,dummy-v1,True
RS-00259,2025-11-26,JKS-005,Kebayoran Baru,Pulo,CURAS,12:00-18:00,38,Low,27,21,13,19,1,dummy-v1,True
RS-00260,2025-11-26,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,51,Moderate,12,16,12,18,0,dummy-v1,True
RS-00261,2025-12-03,JKS-005,Kebayoran Baru,Pulo,CURANMOR,00:00-06:00,65,Moderate,29,17,12,15,10,dummy-v1,True
RS-00262,2025-12-03,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,66,Moderate,17,15,13,12,8,dummy-v1,True
RS-00263,2025-12-03,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,44,Low,26,15,16,14,3,dummy-v1,True
RS-00264,2025-12-03,JKS-005,Kebayoran Baru,Pulo,CURAS,18:00-23:59,80,High,12,21,11,12,4,dummy-v1,True
RS-00265,2025-12-10,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,46,Moderate,28,18,9,7,1,dummy-v1,True
RS-00266,2025-12-10,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,47,Moderate,20,16,12,16,0,dummy-v1,True
RS-00267,2025-12-10,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,74,High,21,23,11,11,6,dummy-v1,True
RS-00268,2025-12-10,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,31,Low,19,5,19,19,3,dummy-v1,True
RS-00269,2025-12-17,JKS-005,Kebayoran Baru,Pulo,CURAT,00:00-06:00,66,Moderate,22,25,5,11,5,dummy-v1,True
RS-00270,2025-12-17,JKS-005,Kebayoran Baru,Pulo,CURAT,06:00-12:00,33,Low,29,7,11,17,4,dummy-v1,True
RS-00271,2025-12-17,JKS-005,Kebayoran Baru,Pulo,CURANMOR,12:00-18:00,65,Moderate,18,15,19,10,6,dummy-v1,True
RS-00272,2025-12-17,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,83,High,26,11,10,16,3,dummy-v1,True
RS-00273,2025-12-24,JKS-005,Kebayoran Baru,Pulo,CURAS,00:00-06:00,53,Moderate,17,13,5,20,2,dummy-v1,True
RS-00274,2025-12-24,JKS-005,Kebayoran Baru,Pulo,CURAS,06:00-12:00,42,Low,20,20,6,15,5,dummy-v1,True
RS-00275,2025-12-24,JKS-005,Kebayoran Baru,Pulo,CURAT,12:00-18:00,49,Moderate,13,9,9,19,0,dummy-v1,True
RS-00276,2025-12-24,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,64,Moderate,22,20,18,8,10,dummy-v1,True
RS-00277,2025-12-31,JKS-005,Kebayoran Baru,Pulo,CURANMOR,00:00-06:00,62,Moderate,10,21,16,11,3,dummy-v1,True
RS-00278,2025-12-31,JKS-005,Kebayoran Baru,Pulo,CURAS,06:00-12:00,30,Low,14,13,12,19,2,dummy-v1,True
RS-00279,2025-12-31,JKS-005,Kebayoran Baru,Pulo,CURAS,12:00-18:00,57,Moderate,17,24,11,8,6,dummy-v1,True
RS-00280,2025-12-31,JKS-005,Kebayoran Baru,Pulo,CURANMOR,18:00-23:59,74,High,10,6,9,19,10,dummy-v1,True
RS-00281,2025-10-01,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,00:00-06:00,38,Low,11,5,13,17,6,dummy-v1,True
RS-00282,2025-10-01,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,06:00-12:00,32,Low,18,24,9,6,0,dummy-v1,True
RS-00283,2025-10-01,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,12:00-18:00,54,Moderate,12,24,18,5,5,dummy-v1,True
RS-00284,2025-10-01,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,18:00-23:59,82,High,29,14,19,12,10,dummy-v1,True
RS-00285,2025-10-08,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,00:00-06:00,72,High,12,19,17,19,10,dummy-v1,True
RS-00286,2025-10-08,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,06:00-12:00,70,High,28,19,10,8,5,dummy-v1,True
RS-00287,2025-10-08,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,12:00-18:00,31,Low,13,13,11,13,2,dummy-v1,True
RS-00288,2025-10-08,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,18:00-23:59,66,Moderate,10,5,18,20,6,dummy-v1,True
RS-00289,2025-10-15,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,00:00-06:00,70,High,23,12,7,6,6,dummy-v1,True
RS-00290,2025-10-15,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,06:00-12:00,34,Low,24,5,6,7,5,dummy-v1,True
RS-00291,2025-10-15,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,12:00-18:00,41,Low,27,25,12,17,4,dummy-v1,True
RS-00292,2025-10-15,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,18:00-23:59,50,Moderate,17,23,17,20,4,dummy-v1,True
RS-00293,2025-10-22,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,00:00-06:00,34,Low,18,18,10,14,0,dummy-v1,True
RS-00294,2025-10-22,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,06:00-12:00,35,Low,26,8,10,17,9,dummy-v1,True
RS-00295,2025-10-22,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,12:00-18:00,73,High,14,23,11,17,7,dummy-v1,True
RS-00296,2025-10-22,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,18:00-23:59,73,High,20,7,18,15,5,dummy-v1,True
RS-00297,2025-10-29,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,00:00-06:00,30,Low,12,15,12,15,6,dummy-v1,True
RS-00298,2025-10-29,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,06:00-12:00,32,Low,25,7,12,12,0,dummy-v1,True
RS-00299,2025-10-29,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,12:00-18:00,66,Moderate,14,21,10,18,5,dummy-v1,True
RS-00300,2025-10-29,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,18:00-23:59,74,High,10,9,6,19,6,dummy-v1,True
RS-00301,2025-11-05,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,00:00-06:00,53,Moderate,24,13,18,19,10,dummy-v1,True
RS-00302,2025-11-05,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,06:00-12:00,72,High,16,11,5,15,10,dummy-v1,True
RS-00303,2025-11-05,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,12:00-18:00,30,Low,24,25,20,12,7,dummy-v1,True
RS-00304,2025-11-05,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,18:00-23:59,59,Moderate,15,5,9,9,2,dummy-v1,True
RS-00305,2025-11-12,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,00:00-06:00,29,Low,14,21,19,16,6,dummy-v1,True
RS-00306,2025-11-12,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,06:00-12:00,39,Low,30,17,16,19,2,dummy-v1,True
RS-00307,2025-11-12,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,12:00-18:00,37,Low,15,5,10,17,3,dummy-v1,True
RS-00308,2025-11-12,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,18:00-23:59,69,Moderate,18,21,7,19,10,dummy-v1,True
RS-00309,2025-11-19,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,00:00-06:00,42,Low,24,5,13,10,1,dummy-v1,True
RS-00310,2025-11-19,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,06:00-12:00,25,Low,16,14,19,10,6,dummy-v1,True
RS-00311,2025-11-19,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,12:00-18:00,62,Moderate,18,13,11,20,8,dummy-v1,True
RS-00312,2025-11-19,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,18:00-23:59,48,Moderate,20,20,19,5,4,dummy-v1,True
RS-00313,2025-11-26,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,00:00-06:00,41,Low,28,24,11,10,10,dummy-v1,True
RS-00314,2025-11-26,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,06:00-12:00,54,Moderate,23,20,10,6,6,dummy-v1,True
RS-00315,2025-11-26,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,12:00-18:00,67,Moderate,19,8,5,14,8,dummy-v1,True
RS-00316,2025-11-26,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,18:00-23:59,84,High,14,7,8,7,9,dummy-v1,True
RS-00317,2025-12-03,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,00:00-06:00,37,Low,22,5,19,13,10,dummy-v1,True
RS-00318,2025-12-03,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,06:00-12:00,50,Moderate,26,23,17,20,1,dummy-v1,True
RS-00319,2025-12-03,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,12:00-18:00,47,Moderate,29,23,18,10,6,dummy-v1,True
RS-00320,2025-12-03,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,18:00-23:59,50,Moderate,14,20,20,10,2,dummy-v1,True
RS-00321,2025-12-10,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,00:00-06:00,56,Moderate,12,20,20,11,2,dummy-v1,True
RS-00322,2025-12-10,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,06:00-12:00,39,Low,29,6,10,18,8,dummy-v1,True
RS-00323,2025-12-10,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,12:00-18:00,53,Moderate,27,19,8,9,8,dummy-v1,True
RS-00324,2025-12-10,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,18:00-23:59,75,High,29,6,20,9,6,dummy-v1,True
RS-00325,2025-12-17,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,00:00-06:00,60,Moderate,17,25,14,19,1,dummy-v1,True
RS-00326,2025-12-17,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,06:00-12:00,43,Low,19,16,14,9,10,dummy-v1,True
RS-00327,2025-12-17,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,12:00-18:00,44,Low,18,12,6,19,4,dummy-v1,True
RS-00328,2025-12-17,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,18:00-23:59,60,Moderate,13,23,12,12,9,dummy-v1,True
RS-00329,2025-12-24,JKS-006,Kebayoran Lama,Pondok Pinang,CURAS,00:00-06:00,45,Moderate,14,24,12,6,10,dummy-v1,True
RS-00330,2025-12-24,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,06:00-12:00,48,Moderate,25,8,15,18,2,dummy-v1,True
RS-00331,2025-12-24,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,12:00-18:00,66,Moderate,14,21,5,15,9,dummy-v1,True
RS-00332,2025-12-24,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,18:00-23:59,49,Moderate,20,19,12,16,0,dummy-v1,True
RS-00333,2025-12-31,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,00:00-06:00,50,Moderate,14,8,12,19,7,dummy-v1,True
RS-00334,2025-12-31,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,06:00-12:00,35,Low,17,20,20,7,7,dummy-v1,True
RS-00335,2025-12-31,JKS-006,Kebayoran Lama,Pondok Pinang,CURANMOR,12:00-18:00,69,Moderate,13,25,10,9,4,dummy-v1,True
RS-00336,2025-12-31,JKS-006,Kebayoran Lama,Pondok Pinang,CURAT,18:00-23:59,58,Moderate,28,22,14,6,7,dummy-v1,True
RS-00337,2025-10-01,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,00:00-06:00,29,Low,30,13,11,9,4,dummy-v1,True
RS-00338,2025-10-01,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,06:00-12:00,65,Moderate,11,11,14,5,3,dummy-v1,True
RS-00339,2025-10-01,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,12:00-18:00,58,Moderate,21,10,8,7,3,dummy-v1,True
RS-00340,2025-10-01,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,18:00-23:59,62,Moderate,27,10,13,18,3,dummy-v1,True
RS-00341,2025-10-08,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,00:00-06:00,73,High,30,14,11,12,2,dummy-v1,True
RS-00342,2025-10-08,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,06:00-12:00,42,Low,15,10,7,13,10,dummy-v1,True
RS-00343,2025-10-08,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,12:00-18:00,29,Low,23,6,10,7,7,dummy-v1,True
RS-00344,2025-10-08,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,18:00-23:59,44,Low,24,8,8,6,7,dummy-v1,True
RS-00345,2025-10-15,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,00:00-06:00,43,Low,18,19,18,16,3,dummy-v1,True
RS-00346,2025-10-15,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,06:00-12:00,27,Low,26,9,15,8,4,dummy-v1,True
RS-00347,2025-10-15,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,12:00-18:00,63,Moderate,16,21,13,19,6,dummy-v1,True
RS-00348,2025-10-15,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,18:00-23:59,79,High,22,16,14,7,0,dummy-v1,True
RS-00349,2025-10-22,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,00:00-06:00,62,Moderate,14,25,16,14,10,dummy-v1,True
RS-00350,2025-10-22,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,06:00-12:00,70,High,23,19,20,14,0,dummy-v1,True
RS-00351,2025-10-22,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,12:00-18:00,48,Moderate,20,11,19,5,8,dummy-v1,True
RS-00352,2025-10-22,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,18:00-23:59,60,Moderate,16,7,12,8,1,dummy-v1,True
RS-00353,2025-10-29,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,00:00-06:00,74,High,10,10,13,13,1,dummy-v1,True
RS-00354,2025-10-29,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,06:00-12:00,32,Low,13,25,15,14,6,dummy-v1,True
RS-00355,2025-10-29,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,12:00-18:00,57,Moderate,18,23,15,8,6,dummy-v1,True
RS-00356,2025-10-29,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,18:00-23:59,38,Low,27,9,6,5,9,dummy-v1,True
RS-00357,2025-11-05,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,00:00-06:00,27,Low,26,12,12,12,6,dummy-v1,True
RS-00358,2025-11-05,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,06:00-12:00,47,Moderate,16,25,8,12,4,dummy-v1,True
RS-00359,2025-11-05,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,12:00-18:00,62,Moderate,16,22,15,16,6,dummy-v1,True
RS-00360,2025-11-05,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,18:00-23:59,36,Low,19,14,16,7,2,dummy-v1,True
RS-00361,2025-11-12,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURANMOR,00:00-06:00,37,Low,15,7,16,19,8,dummy-v1,True
RS-00362,2025-11-12,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,06:00-12:00,30,Low,17,15,7,20,8,dummy-v1,True
RS-00363,2025-11-12,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,12:00-18:00,47,Moderate,25,10,15,5,3,dummy-v1,True
RS-00364,2025-11-12,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,18:00-23:59,61,Moderate,10,22,12,14,5,dummy-v1,True
RS-00365,2025-11-19,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,00:00-06:00,34,Low,18,8,15,14,6,dummy-v1,True
RS-00366,2025-11-19,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,06:00-12:00,62,Moderate,28,17,16,15,8,dummy-v1,True
RS-00367,2025-11-19,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAS,12:00-18:00,46,Moderate,17,8,8,12,6,dummy-v1,True
RS-00368,2025-11-19,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,18:00-23:59,46,Moderate,26,9,9,16,6,dummy-v1,True
RS-00369,2025-11-26,JKS-007,Kebayoran Lama,Kebayoran Lama Utara,CURAT,00:00-06:00,61,Moderate,13,21,20,10,8,dummy-v1,True
